ds,yhat,yhat_lower,yhat_upper
2023-04-20,72.44131186528756,55.05603811944742,91.66502840705954
2023-04-21,73.90523528300588,55.21649731925758,91.29018403937958
2023-04-22,76.90955072177049,58.97272886595161,96.53895863824131
2023-04-23,76.12482767171795,58.47737602466189,95.82202860370512
2023-04-24,81.61472677076647,64.65803313791189,101.0412983022679
2023-04-25,85.89410008676637,67.84420263743193,104.08581396332426
2023-04-26,85.428935263543,67.39249319275103,104.05040934128296
2023-04-27,86.81132238327123,68.00123716709322,106.48978554573203
2023-04-28,87.38216101692042,68.94772124256504,106.93977067478869
2023-04-29,88.76075144544396,70.21449866630351,107.63127935940183
2023-05-02,89.9240085195188,71.14917206730074,109.09789874878695
2023-05-03,86.57562275601681,67.37260163881115,104.41801662992087
2023-05-04,85.32721497147361,67.99970303776517,104.13138754967743
2023-05-05,83.73569379315263,66.1131338065536,103.30310143522652
2023-05-06,83.59707643398211,64.92645121865651,101.35987779722538
2023-05-07,79.81933627545797,61.045772048285436,97.97199074101931
2023-05-08,82.70592703529529,64.94101493615184,101.53239804321966
2023-05-10,83.25620857891779,65.1821299823946,101.81541566656783
2023-05-12,85.30256447729175,66.99502367298496,102.37801717263704
2023-05-14,87.12888189575682,69.1398208014282,106.13016530374547
2023-05-17,97.26247012082732,79.69520505161577,115.72768867145541
2023-05-22,106.21305631608531,88.83369929054273,124.16184986288866
2023-05-23,109.18136753470469,90.5317117166926,128.20449604065507
2023-05-24,107.39084831044681,89.17750399672238,125.38166781655757
2023-05-25,107.56477882244386,90.41118562408377,125.62017497368642
2023-05-26,107.14711946058384,88.7176157779534,125.72495891027512
2023-05-27,107.82078625731644,90.03234478588232,127.23482569859395
2023-05-28,104.38896196227273,85.02854025069104,123.24829572991634
2023-05-29,107.06733222683548,87.48983771592512,125.52681197963622
2023-05-31,105.32040831564447,86.57769476079413,123.33375821638259
2023-06-01,104.18984324263062,87.60758818891064,123.1980257388706
2023-06-02,102.54349672482306,84.53710141955823,121.62537183156213
2023-06-03,102.05287020673688,84.12225974362927,119.84049127038163
2023-06-07,95.93783606944618,77.50091831286039,113.56256375097827
2023-06-11,88.83180793015336,70.5471141637199,108.84971489089914
2023-06-13,93.9567844836838,75.11396132672832,112.08400583802081
2023-06-14,92.09240295454074,73.7362666161318,111.84246849989856
2023-06-15,92.81127692051672,73.95081939650106,110.73751724132175
2023-06-16,93.47849090645425,74.60696691221104,112.78440289494135
2023-06-18,94.11377972899882,76.32570673041958,114.86592979447049
2023-06-23,103.3686102452242,84.7597167657594,122.58576607049491
2023-06-25,102.50957621271074,84.19074009022079,120.72000000377552
2023-06-26,106.1166850449919,88.17900772284023,125.48418063650452
2023-06-27,108.53010423114543,90.56476939320422,128.2071531468705
2023-06-28,106.40414907127361,87.5121224344791,125.24504469120764
2023-06-29,106.5000052656116,87.99963832675708,123.5545483626125
2023-06-30,106.2901915443068,88.85739266648557,125.0769735491359
2023-07-01,107.47338298434525,88.6096850469457,125.94630585881755
2023-07-02,104.85270173629213,88.24749435184222,123.6009543836642
2023-07-03,108.62577641132208,89.94193429719643,124.82500801975146
2023-07-04,111.41257533055682,93.20662458928389,130.41732163522047
2023-07-08,111.45724599551818,91.53353955136522,130.18156455441894
2023-07-09,108.41687467766731,90.55715447164837,125.86611680666444
2023-07-10,111.35011659301088,93.51358561685542,129.5209612511142
2023-07-11,112.88727509912673,95.45996788246302,133.81295031031047
2023-07-12,109.63183163899191,91.43500415525125,127.74088683425451
2023-07-13,108.32537510177839,91.00416491496645,127.40673014266535
2023-07-14,106.458353807918,87.98390808694946,124.34091036669155
2023-07-17,103.04327012229538,83.93034567162842,120.77841040744059
2023-07-18,104.05374956934028,85.89487281237942,123.08423481166605
2023-07-22,101.2576895251328,81.84042120342738,119.23599344073217
